company,job,url,introduction,to_do,need_to,preference
퀀티파이드이에스지,ESG 전문가 (팀장/PM급),https://www.wanted.co.kr/wd/119419,퀀티파이드이에스지 QESG 는 ESG 정보를 수집  분석하여 리스크 평가 정보를 제공하는 리서치 전문기관입니다  코웨이  현대차 기아차 등 국내 대기업 및 하나금융그룹  JB금융그룹 등과 협업하며 ESG 조사 및 평가 서비스를 제공하고 있습니다  2019년 설립이후 2022년까지 누적 30억 원 규모의 정부지원 및 투자를 유치하였으며  현재 20여개 민간 대기업 및 금융기관 고객사에 누적 1 700여건 이상의 ESG 조사 및 평가 서비스  기타 ESG 자문 서비스를 제공하고 있는 기업입니다 ,  ESG 컨설팅 및 클라이언트 서비스   기업대상 ESG 분야의 전략  운영  ESG 정보공시  데이터 관리 컨설팅 업무   전형절차  서류전형     심층 인터뷰     최종합격   희망연봉 기재시 연락이 빠릅니다  ,  3년   7년 경영기획  전략  운영  컨설팅  ESG 등 비즈니스 컨설팅 유관 분야    원활한 클라이언트 주로 민간 대기업  커뮤니케이션 스킬   프리젠테이션 및 문서화  액셀 등 스프레드 시트 사용능력   전략적 사고  분석능력 및 Insight  새로운 분야에 대한 학습능력   환경  기후  금융  ESG 관련 전문지식  자격증  경험 우대,하루 중 많은 시간을 보내는 회사가 즐겁고 편안한 공간이 될 수 있도록 직원 중심의 문화를 만들어 갑니다    매년 연봉협상 및 성과에 따른 인센티브 지급   야근 없는 업무문화 정착  근무시간 09시   18시    광화문  경복궁역 걸어서 5분거리  쾌적한 환경의 사무실   자유로운 휴가 사용 연 15일   근속년수 따라 차등  연차 반차 반반차    업무관련 교육  세미나 등 비용지원  연간 50만원 상당의 자기개발비  amp  도서비 지원   종합건강검진  경조사 경조금    최고의 업무장비 제공 데스크톱 노트북    4대보험 당연한 거지만 적어요  
속속,웹/모바일/ERP  개발 기획,https://www.wanted.co.kr/wd/117195,속속은 모빌리티서비스를 제공하는 스타트업 기업 입니다   혁신적 모델의 대리운전을 시작으로  각종 모빌리티 관련 서비스를 제공할 예정입니다  든든한 모회사와 함께 속속의 미래를 함께하실 인재를 모집합니다 ,담당업무   사내 시스템  웹 모바일  개발  서비스 기획   UI UX 기획  요구사항 정의   스토리보드 작성 및 화면 설계,자격요건   학력   학력무관   경력   개발 기획 관련 5년 이상 경험자,우대사항   ERP 기획자 우대   대리운전 시스템 기획자 우대
아이비스,Project Manager(PM),https://www.wanted.co.kr/wd/116515,아이비스는 현재 시장에 출시 또는 출시를 앞둔 차량에 탑재되는 차량용 소프트웨어 연구 개발 전문 기업입니다  점점 늘어나는 시장의 요구사항을 더 적극적으로 수용하고 혁신적인 기술의 개발을 선도하기 위해 경험과 실력을 겸비한 인재들을 찾고 있습니다   금번 포지션 공고 대상은 차량용 소프트웨어 품질 엔지니어입니다  저희와 함께 미래자동차의 핵심 소프트웨어 기술을 선도할 진짜 실력자들의 도전과 지원을 기다립니다 , 직무 수행 내용    고객의 요구사항을 기반으로 업무를 정제하고 계획하며  비용을 예측하고 관리하며  유연한 커뮤니케이션 능력을 기반으로 프로젝트 팀원과 소통하며  긍정적인 자세와 결과물로 고객을 만족시킵니다   직무 수행 역할  Automtive Software 프로젝트에 대한 계획  실행 및 관리 역할   직무 수행태도  프로젝트 관리를 위한 각종 정보 수집능력과 프로젝트 전체를 볼 수 있는 넓은 안목을 가지고 내부 고객  프로젝트 팀원과의 원활한 의사소통을 기반으로 고객을 만족시키며  비용관리를 통한 회사 매출에 기여할 수 있는 적극적인 태도  다양한 이해당사자의 의견을 긍정적으로 수용할 수 있는 태도  성공적인 프로젝트 완수를 위한 의지,   Requirement Gathering  Breakdown을 통한 고객의 요구사항 수집 능력    Cost Estimation을 통한 프로젝트 비용 산정 능력    프로젝트 팀 셋업 및 운영능력    MPP를 활용한 일정관리 능력    내부 인력과  고객과의 커뮤니케이션 능력,  Linux  rtOS 기반 차량용 SW 프로젝트 관리 경험   차량용 디지털 클러스터 SW 프로젝트 관리 경험
카운터컬쳐컴퍼니(ED KPOP),서비스 기획자,https://www.wanted.co.kr/wd/94049, 글로벌 온라인 KPOP 트레이닝 서비스를 함께 만들어 나갈 열정적인 멤버를 찾습니다    카운터컬쳐컴퍼니는  K Culture를 통해 세상을 연결하자 는 비전 아래 설립되어  2019년 5월  수많은 KPOP 스타들을 교육한 트레이너들에게 댄스  보컬  피트니스 등 KPOP 스타가 되기 위한 전 과정을 배울 수 있는  온라인 트레이닝 서비스  ED KPOP 을 런칭 Beta ver   하였습니다   Beta 서비스 런칭 후  약 6개월 만에 삼성전자 스타트업 프로그램인 C lab Outside 2020 참여기업으로 선정되었고  2020년 5월에는 정식 서비스를 런칭하며 투자 유치에 성공하였습니다  이후 세계 최대 IT 전시회 중 하나인 미국 CES Consumer Electronics Show  2021에도 참가하면서 글로벌한 관심을 받고 있는  빠르게 성장 중인 KPOP 에듀테크 기업입니다   ED KPOP은 정식 서비스 런칭 후 약 1년간 224개 국가에서 약 77만명의 웹사이트 방문자를 기록하였으며  2021년 2월부터는 기존에 제공하던  VOD 클래스 과 함께 최고의 선생님들과 실시간으로 소통하며 춤과 노래를 배울 수 있는  라이브 클래스 를 운영 중입니다  현재 라이브 클래스에는 클래스당 100명 이상의 전세계 수강생이 모여 춤과 노래를 배우며 KPOP을 즐김과 동시에 꿈을 키워나가고 있습니다   더불어 2021년 4월 부터는 글로벌 KPOP 스타가 선생님이 되어 함께 춤추고 노래하는  아티스트 클래스 를 새롭게 선보이고 있으며  매월 1회 이상의 클래스를 개최하면서 2021년 말 기준  총 9회의 아티스트 클래스를 진행했습니다   슈퍼주니어 은혁   엑소 백현  카이   더보이즈 등   2022년에는 소비자 타겟을 넓혀서 다양한 형태의 교육 콘텐츠와 제품 라인업을 준비하고 있습니다   ED KPOP은 능동적으로 KPOP을 경험하고자 하는 글로벌 MZ 세대를 위한 문화 플랫폼 서비스로 성장 중입니다 ,  글로벌 MZ 세대 고객 기반 ED KPOP 서비스 전반에 대한 개선 및 추가 기획   비즈니스 관련 시장 리서치 및 페이지 설계  정책 수립   서비스 데이터를 발굴하고 이에 기반한 우선순위 및 핵심기능 결정   개발자  디자이너  오퍼레이션 및 QA 등 유관부서와 협업   시장에 대한 이해를 기반으로 서비스를 설계  신규 기능 등 ,  경력 1년 이상 혹은 그에 준하는 실력을 보유하신 분  단  상황에 따라 추가 역량 검증을 위해 최대 3개월간 계약직으로 근무 가능 ,  콘텐츠 서비스 기획 및 운영 경험   스타트업 업무 경험   Figma  Zeplin  Photoshop 등 기획 협업 툴 기반의 산출물 작업   협업도구 사용 경험  Jira  Slack  Google Calendar 
파이랩,Product 기획 및 운영,https://www.wanted.co.kr/wd/110791,모호한 블록체인 산업에서 실제 Use Case 를 만들어 가고 있는 저희 파이랩 테크놀로지에서 실력 있는 서비스 기획 및 운영 담당자를 모시고자 합니다  현재 DeFi  GameFi  NFT Marketplace 등 블록체인 기반 다양한 프러덕트를 기획 및 개발 중임에 따라  블록체인 인더스트리에서 어디 내놔도 자랑스러운 내 프러덕트를 만들고 싶어하는 욕심많은 능력자 분은 본 공고에 주저없이 지원해 주세요 ,  Web3 기반 플랫폼 서비스 기획 및 고도화   회사의 비전 및 전략에 맞는 목표 수립   유저 시나리오 설계부터 제품 출시  운영까지 Product life cycle 관리   개발팀  디자인팀 등 유관 부서와의 협업,  기획 경력 최소 1년 이상 혹은 그에 준하는 실력    제품 기획부터 배포까지 end to end 운영 경험   데이터 기반 의사결정,  IT 관련 전공   블록체인 및 관련 업종 경력   스타트업에서의 프로젝트 리딩 경험 PM PO 
아이엠지베이스,Product 매니저,https://www.wanted.co.kr/wd/70743, 누구나 쉽게 하는 동영상 편집   매월 120만 명이 사용하고  95  이상의 해외 사용자를 가지고 있는 동영상 편집 앱 VideoDay와 ImgPlay 그리고 intoLive을 개발하고 있습니다    스마트폰이 나온 이후 사진  동영상 촬영은 더 이상 전문가의 영역이 아닌 누구나 쉽게 접할 수 있게 되었습니다  하지만 동영상을 생각대로 편집하기는 여전히 어렵습니다  우리는 초보자도 쉽게 동영상을 편집할 수 있는 앱을 만들고 있습니다  많은 기능을 제공하기보단 초보 사용자도 쉽게 사용할 수 있는 기능을 만드는데 집중하고 있습니다   우리는 앞으로 누구나 영상을 통해 자신을 표현하는 시대가 올 것이라 생각합니다  일반인들이 동영상 편집을 시작하고 어려운 조작 방법과 비싼 툴 가격 때문에 자신을 표현할 기회를 포기하지 않았으면 합니다    우리가 만들고 있는 서비스  VideoDay는 초보자도 쉽게 사용 할 수 있는 동영상 편집 앱 입니다  아이엠지베이스에서 현재 가장 집중하고 있는 서비스 입니다  ImgPlay는 아이폰  아이패드의 압도적 1위 GIF 만들기 앱 입니다  매달 300만개의 GIF가 ImgPlay에서 만들어 지고 있습니다 ,초보 사용자들도 쉽게 사용할 수 있는 동영상 편집 앱 VideoDay  동영상 편집앱 의 PM PO를 찾습니다     동영상 편집 앱의 새로운 기능을 기획합니다    동영상 편집 앱의 기존 기능을 좀 더 쉽게 사용할 수 있도록 개선합니다    앱 내 기능 명칭  안내 문구를 작성하고 번역이 잘 되도록 번역가와 소통합니다    동영상 콘텐츠 수급을 위한 방법을 고민하고 실행합니다    앱 제작 전반에 대해 밀접하게 참여합니다 ,  5년 이상의 모바일 앱 기획 업무 경험 혹은 그에 준하는 실력   사진  비디오 촬영을 즐겨하며  비디오 편집 프로그램에 대한 이해도가 높은 분   글로 자신의 생각을 잘 표현할 수 있는 분   중급 이상의 영어 능력을 보유한 분   동료와 소통하며 지속적으로 앱 개선하는 것을 즐기시는 분   계획적으로 일을 진행하여 꼼꼼하게 처리할 수 있는 분   자신이 맡은 분야를 주도적으로 이끌어 나갈 수 있는 분   근무 조건    정규직  수습 3개월  수습 기간 내 급여 100     실력과 경력에 따른 연봉 측정과 스톡옵션 부여   근무지   경기도 용인시 수지구 광교중앙로 338 A동 702호,  동영상 편집 앱 관련 업무 경험   네이티브 수준의 영어 능력을 보유한 분   Asana  Slack  Notion 사용 경험   온라인 커뮤니케이션 능력이 높은 분
투이지,서비스 기획자 (PM),https://www.wanted.co.kr/wd/100672,투이지는 전 세계인들의 멘탈 웰니스 플랫폼 목표로 합니다  디지털에서 경험할 수 있는 다양한 웰니스 콘텐츠를 연구하고 제공함으로써  초고속  초연결  초경쟁 시대의 일상 속에서 누구나 올바르게 마음과 스트레스를 관리할 수 있도록 하고자 합니다   육체적 건강 만큼이나 정신 건강이 중요한 세상이 되어가고 있습니다  너무 빠른 속도  정보의 범람  비교의 연속  우리가 정말 중요하게 바라보아야 할 것들은 무엇일까요  인류의 마음 건강에 긍정적 변화를 줄 수 있는  새로운 시장을 만들어나갈 동료를 찾고 있습니다   ,  멘탈 헬스 서비스의 방향성 및 전략 기획  서비스 기획  운영 기획  프로젝트 로드맵 수립  KPI 설정 등 투이지가 만들어가는 프로젝트를 매니지먼트합니다    사용자에 대한 정성적 정량적 이해와 시장에 대한 지속적인 탐색을 기반으로 문제를 파악하고  해결할 수 있는 서비스를 기획합니다    프로젝트 로드맵을 기반으로 필요한 업무를 파악하고  단계적으로 달성해야 할 성과를 정의합니다    비즈니스 임팩트에 따라 우선순위를 산정하고 일이 잘 진행될 수 있도록  다양한 포지션의 동료들을 리드합니다    사용자 데이터 분석 및 반복적 실험을 통해 서비스를 고도화합니다        다방면으로 수집된 사용자의 피드백을 데이터화하고 분석합니다        분석한 데이터를 반영하여 서비스의 개선 방안을 도출하고 적용합니다    주 1회 대표 직접 보고 세션을 가지며 문제 해결 과정을 공유하고 함께 성장합니다    비즈니스에 필요한 안내서  PPT 등을 기획 및 작성합니다 ,  서비스 기획 및 PM 경력 3년 이상   극초기 스타트업에 대한 이해도 및 실무 역량   비즈니스 모델을 설계하고  시장 진입 전략 수립과 실행을 해 본 경험   사용자 중심으로 문제를 해결하는 능력   주도적으로 업무를 진행하며 팀을 끌어갈 수 있는 리더쉽   긍정적이고 나이스한 커뮤니케이션 및 협업 역량   플랫폼 비즈니스에 대한 관심과 높은 이해도,  멘탈 웰니스 산업에 대한 경험 및 이해 또는 관심   좋아하는 일에 미치도록 빠질 수 있는 집중력   실패를 실패라 생각하지 않고  인내를 가지고 끊임없이 성장하는 집요함   IT 모바일 제품의 PO PM   개발 또는 디자인 경력   신규 제품 서비스를 기획하고 런칭한 경험
커리어게이트,웹기획자,https://www.wanted.co.kr/wd/99516,  메가스터디아카데미 사이트 기획 운영    일팔공캠프서비스 기획 운영,  온라인 서비스 기획 플래폼 운영   신규 사이트 프론트 백엔드 구축 및 기획   상품  프로모션 기획 및 운영   교육 트랜드 및 데이터 분석,  초대졸 이상    경력 2년 이상,  디지털 IT 관련 전공 우대   교육 플랫폼 서비스 구축 운영 경험자   기획서 보고서 등 문서 작성 능숙자   WEB APP 플랫폼 서비스 및 UI UX에 대한 높은 이해도를 가진 자
세이지리서치,Product Manager(제품 기획자),https://www.wanted.co.kr/wd/127945, Reinventing Excellence in AI   세이지리서치는 제조업에 최적화된 딥러닝 기반의 비전 검사 플랫폼을 제공합니다  4차 산업혁명으로 많은 공장들이 자동화되고 있음에도  여전히 대부분의 공장에서는 육안 검사자에 의해 제품 외관 검사가 수행되고 있습니다  세이지리서치는 스마트 팩토리를 실현하여 검사자들이 겪어왔던 어려움을 해소하고  작업의 효율성을 높이기 위해 제조업에 최적화된 딥러닝 비전 검사 플랫폼을 개발하고 있습니다     제품화팀 테크 스택      Language   TypeScript      Framework   React      기술 관리 도구   Git   Notion    영입 프로세스    Step 1  지원서 접수    Step 2  전화 인터뷰    Step 3  대면 인터뷰 직무 문화     Step 4   처우협의 및  온보딩,  SaigeResearch 제품화팀 소속으로 개발자  디자이너들과 커뮤니케이션을 하여     SaigeResearch의 제품을 기획하는 업무를 수행합니다        SaigeResearch 제품에 탑재될 기능의 요구 사항 정의서  기능 명세서에 따라 기획 문서 작성       개발자  Product Designer와 협업하여 기획 문서 디벨롭       출시되는 제품에 대한 테스트 진행  사용자 경험 데이터에 기반한 제품의 기획 개선    SaigeVision 제품 외관 검사 솔루션      딥러닝 특성을 활용하여 기존 방식으로는 검사가 불가능했던 영역을 검사합니다        1  Classification   사용자가 정한 기준에 맞춰 이미지를 유형별로 분류합니다        2  Detection   이미지 상의 물체 또는 결함을 박스 형태로 검출합니다        3  Segmentation   결함의 정확한 위치를 픽셀 단위로 검출합니다        4  Image Generation   가상 결함 이미지를 생성하여 검사 기능에 활용합니다     SaigeVAD 영상 이상 감지 솔루션      제품 생산 공정을 실시간으로 모니터링하며 공정의 이상을 발견함으로써 제품의 결함률을      현저히 줄일 수 있는 솔루션입니다 ,  제품 기획 업무 3년 이상 경력이 있는 분   B2B software 기획 경험이 있는 분   스토리보드 작성 경험이 있는 분   Figma  Zeplin 등 프로덕트 디자인 툴 사용 능력   디자이너 및 개발자와 협업한 경험이 있는 분   변화를 두려워하지 않고 지속적인 성장을 원하시는 분,  데이터 및 인공지능 AI  분야에 대한 전반적인 이해가 있는 분   스타트업에서 업무 경험이 있으신 분
노트하우,서비스기획 • PM,https://www.wanted.co.kr/wd/79290,  함께하는 성장은 우리가 추구하는 첫 번째 목표입니다     회사라는 틀 안에서 여러분의 역량을 모두 펼치지 못한 경험이 있지 않으신가요   노트하우는 여러분의 스킬과 의견을 존중하며 함께 성장하고자 목표합니다    함께 나누면 다양한 시각과 문화를 바탕으로 더 큰 목표를 달성할 수 있습니다    주저하지 말아요  우리와 함께해 주세요    국내 최초 ALL IN ONE 대학 스터디 서비스를 지향합니다    학점은 어떻게 다들 잘 받는거지    취업할 수 있을까    스펙은    연애는 누구랑 하고  여행은 어떻게 가는 거지    내 진로는   etc     새내기의 들뜬 마음으로 입학한 대학교  다들 이런 고민을 한번쯤 해 보셨을 거라고 생각합니다  노트하우는 이러한 고민에서 시작되었습니다   고학점 동기 및 선배들에게 스터디 노하우를 전수받고  캠퍼스 고인물들만 알 수 있는 꿀팁  나아가서 사회로의 진출까지 도울 수 있는 ALL IN ONE 컨텐츠를 개발하고 있습니다 ,  노트하우 스터디 서비스의 컨텐츠 관리 및 업데이트    데이터 분석을 통한 인사이트 도출 및 서비스 개선 기획  요구사항 분석 정의    프론트 및 어드민 화면 기획   UX기반의 기획  스토리보드 작성   이벤트 기획 및 서비스 활성화   전체 프로젝트 팀 리딩 및 관리,  경력 1년 이상의 PM 업무 유경험자    UX UI 프로토타이핑이 가능하신 분   커뮤니케이션에 능통하며 설득과 공감  메시지 전달 능력이 뛰어나신 분    업무 일정 관리 및 다양한 직군과의 협업과 공유에 능통하신 분    문제 상황에서 대응책을 떠올리고 빠르게 실행 가능하신 분,  공대 자연대 대학 강의와 캠퍼스 문화에 대한 이해도가 있으신 분    신규 서비스 또는 플랫폼을 런칭하고  서비스를 성장시킨 경험이 있는 분   스타트업 또는 빠르게 성장하는 조직에서의 경험이 있는 분
그로우코퍼레이션,서비스기획,https://www.wanted.co.kr/wd/80987,  We are growing on GROW    그로우코퍼레이션은 에듀테크 기업으로 We are growing on grow 이라는 미션 하에  배움이 필요한 모두에게 최적의 교육 콘텐츠와 라이프스타일 콘텐츠를 함께 제안합니다   입시교육부터 직장인 자기개발  평생학습까지 생애주기에 맞춘 교육 콘텐츠를 발굴하고  라이브를 기반으로 한 쌍방향 소통형 교육의 이정표가 되어 글로벌 교육시장을 선도하는 기업이 되고자 합니다 ,  신규 플랫폼 구축 개선 운영 기획    플랫폼 구축 및 운영 전반에 관련된 프론트  어드민 설계 업무    서비스  시스템 정책 수립 및 기능 정의    고객 만족도 향상  업무 효율화를 위한 서비스 고도화,  학력  4년제 학사 이상   경력  4년 이상   IT 서비스 기획 경력 또는 해당 경력에 준하는 경험이 있는 분   신규 서비스 기획부터 런칭  운영  개선 사이클 경험이 있는 분   모바일 환경 iOS  AOS  및 웹 환경에 대한 이해도가 있으신 분   다양한 직군과의 원활한 커뮤니케이션과 문제 해결 역량이 있으신 분   필수 첨부자료     경력기술서  파일 또는 URL  참여파트  기여도  실적 포함     본인 작성의 스토리보드 또는 정책서 택1 ,  시스템 로직 및 프로세스 기획 경험이 있으신 분   e 커머스  온라인교육  CMS  미디어 산업 중 1개 이상 높은 이해가 있으신 분   MVP설계로부터 로드맵 계획  그리고 cross functional 조직으로 서비스를 만들어보신 분   사용자 플랫폼 공급자 3자 협업 서비스에 대한 이해가 있는 분   동영상 서비스 제작 운영 경험 또는 새로운 제공 형태에 관심이 있으신 분   온라인 산업 관련 제반 법규와 주요 이슈의 이해가 있으신 분
원티드랩,프로덕트 오너(PO)[HR솔루션팀],https://www.wanted.co.kr/wd/127117,원티드랩은 차별화된 데이터를 기반으로 각자에게 가장 잘 맞는 커리어 경로를 설계하고 커리어 성장 경험을 제공하여  모두가 나답게 일하고 즐겁게 성장할 수 있도록 돕는 HR 테크 회사입니다   우리는 서로 다른 백그라운드를 가진 동료들과 지난 6년간 매년 매출을 약 2배씩 성장시켜왔습니다  채용을 넘어  커리어  긱스  HR솔루션  글로벌 등  라이프 커리어 플랫폼으로 도약을 함께할 분들을 모십니다     원티드랩 회사 소개   ,  원티드스페이스 서비스의 Ownership 을 갖고 프로젝트를 진행합니다    데이터 기반의 가설을 바탕으로 프로젝트를 기획합니다    임팩트를 고려하여 제품의 전략  로드맵  지표를 설정하고 우선순위를 관리합니다    다양한 부서와 커뮤니케이션하고 의견을 조율합니다 ,  4년 이상의 서비스 기획자 PM PO 경력이 있으신 분   데이터 분석을 통해 문제를 정의하고 해결하는 마인드 셋을 가지고 계신 분   정량적 정성적 데이터에 기반하여 주도적으로 제품의 문제를 파악하고  지표를 개선한 경험이 있으신 분   개발  디자인  사업  마케팅  데이터 등 다양한 직군의 팀원과  커뮤니케이션에 능통하신 분,  New Product MVP부터 출시해 본 경험이 있으신 분    여러 작은 프로젝트들을 동시에 빠르게 진행하고 이들 간의 시너지를 이끌어 낼 수 있으신 분    다양한 데이터 툴 GA  Amplitude  SQL 등 을 활용해 데이터 추출과 분석이 가능하신 분    Jira  Confluence 등의 협업 도구와 Figma 등의 프로토타입 툴 사용 경험이 있으신 분
"크리마 (크리마팩토리, 크리마랩)",프로젝트 매니저(PM),https://www.wanted.co.kr/wd/113367,크리마는 온라인 쇼핑몰 운영을 개선할 수 있는 고도화된 Backend Frontend Solution을 제공하는 B2B SaaS 서비스형 소프트웨어  스타트업입니다   LG전자  코오롱  휠라  롯데홈쇼핑  탑텐  젝시믹스  블랭크 코퍼레이션 등 국내 Top tier 브랜드를 비롯해 약 2000개의 쇼핑몰이 애용 중이며  2021년 기준 고객사 매출이 약 6 2조원에 이르고 있습니다  또한 2012년 창사 이래 8년간 자체 매출로 꾸준하게 성장하였고  최근에는 SV 인베스트먼트  베이스 인베스트먼트로부터 40억 원 규모의 시리즈 A 투자유치를 해낸 안정적이고 혁신적인 Tech 스타트업으로  아래 세 가지 서비스 개발 운영에 박차를 가하고 있습니다   CREMA Review Solution은 온라인 커머스 리뷰 시스템을 혁신하는 국내 1위 리뷰 관리 전문 시스템입니다  획기적으로 간편해진 리뷰 작성 기능을 통해 3 에 불과했던 리뷰 작성률을 평균 15 까지 상승시켰고  리뷰 관리를 자동화한 여러 기능을 통해 관리시간을 60  이상 줄이는 등의 혁신적인 변화를 이끌고 있습니다   CREMA Target Solution은 고객의 특성  쇼핑 패턴 등을 분석하여 방문자 각각에게 개인화된 콘텐츠를 제공하는 개인화 고객 관리 시스템입니다  일괄 대량 발송만 가능하던 DM 시스템을 개인화 발송이 가능하도록 제공하고  90 에 달하는 장바구니고객 이탈률을 평균 60 로 낮추는 등 가장 현실적이고 효율적인 개인화 기능을 제공합니다   CREMA Fit Solution은 패션몰에 제공되는 사이즈 추천 시스템입니다  크리마가 보유한 300만명 이상의 고객 체형 데이터와 매달 200만개 이상 생성되는 구매 상품의 사이즈 만족도 및 한줄평 등 방대한 데이터를 기반으로 소비자가 최적의 사이즈를 선택할 수 있도록 돕습니다  사이즈로 인한 반품률을 낮추고  사이즈 선택에 대한 불안함 없이 구매할 수 있는 환경을 제공합니다     관련기사          직무인터뷰 직무 전환 후 3년만에 팀장이 되다 크리마 조광애 팀장   ,  프로덕트 방향성에 대한 이해를 바탕으로 프로젝트를 관리합니다    프로젝트 진행 상황을 모니터링하고 목표 일정에 따라 진행될 수 있도록 관리합니다    프로젝트에 관련된 다양한 팀 및 이해관계자 간 원활한 협업을 위해 프로세스를 구축하고 개선합니다    최종 완료된 프로젝트의 성과를 측정하고 개선점을 도출합니다 ,  프로젝트 관리 경험 3년 이상   프로젝트 방법론 워터폴 애자일 하이브리드  모범 사례에 대한 지식 보유   기획  디자인  개발  운영 직군과 원활히 소통할 수 있는 능력   논리적 사고로 프로세스를 체계화 하고 시각화하여 문제를 해결하는 능력,  프로덕트 구현 사이클 전체를 관리한 경험 보유   세일즈포스  젠데스크  슬랙  지라  아사나  노션 등 다양한 협업 커뮤니케이션 툴 사용 경험 보유   스타트업  B2B SaaS 회사 근무 경험 보유
