company,job,url,introduction,to_do,need_to,preference
코인원(coinone),가상자산 사업개발(BD),https://www.wanted.co.kr/wd/122322,Bringing Blockchain into the world    코인원은 국내 3대 암호화폐 거래소로  블록체인이라는 어렵고 복잡한 기술이 금융을 통해 세상에 자리잡을 있도록 하겠다  는 비전을 가지고 있습니다  이를 현실화하기 위해 국내 최초로 De Fi 탈중앙화 금융   스테이킹 코인 지분참여  서비스 등 가상자산 금융서비스를 제공하고 있고 지금도 금융을 통한 블록체인의 대중화를 만들기 위해 수많은 시도를 하고 오류를 찾아나가고 있습니다 ,  주요시장 트렌드 및 블록체인 기술 리서치   국내외 블록체인 및 크립토 관련 이슈 리서치   국내외 Validator 리서치   상품화가능 코인 발굴 및 대상 코인 수익성 평가업무,  MI  사업기획 또는 국내외 영업기획 경력이 5년 이상인 분   블록체인 및 가상자산에 대한 이해가 있으신 분   시장조사 및 유저리서치를 통해 얻은 데이터를 다양하게 활용가능하신 분   수집된 데이터를 활용하여 서비스 아이디어 제시가 가능하신 분,  금융 서비스 출시 및 운영 경험이 있으신 분   기본적인 회계 지식 또는 사업성 분석 관련 지식이 있으신 분   비즈니스 수준의 영어 활용이 가능하신 분   새로운 사업에 대한 도전정신이 있으신 분   원활한 커뮤니케이션을 통해 유관부서와 협업이 가능하신 분
델레오코리아(deleo),[IT 기획팀] IT서비스 기획자,https://www.wanted.co.kr/wd/24966, Global Logistics IT Platform Solution Company   델레오코리아는 글로벌 물류 파트너사들과의 제휴와 시스템 연동을 기반으로 직구  역직구를 제공하는 이커머스 업체들과 해외 배송이 필요한 개인에게 경쟁력 있는 운임과 편의성 있는 물류 서비스를 제공합니다     Discover   델레오코리아는 전세계 모든 영역의 물류 파트너사들을 발굴합니다  퍼스트 마일부터 풀필먼트  통관과 정산  라스트 마일에 이르기까지 글로벌 물류 밸류체인 전 영역에 걸친 물류사들을 지역별로 발굴하고 제휴하여 플랫폼 기반의 에코시스템을 구축합니다     Connect   델레오코리아는 연결합니다  해외 배송 서비스가 필요한 온라인 커머스 업체들과 고객을 연결합니다  몸은 멀리 떨어져 있지만 해외 배송을 통해 마음을 보내고 싶은 개인과 개인을 연결합니다  자체적으로 개발한 플랫폼을 물류 시스템이 필요한 고객에게 제공함으로써 세상과 연결합니다     Optimize   델레오코리아는 최적화된 서비스를 제공합니다  글로벌 특송사와 각 국의 우정국  카카오페이와 롯데글로벌로지스를 필두로 한 국내외 다양한 파트너사들과의 실시간 연동과 고유의 플랫폼 솔루션을 기반으로 물량  계절  품목  속성  지역 등 다양한 고객 니즈 기준에 맞춰 가장 효율적인 물류 서비스를 제공합니다    급격하게 성장하는 물류 시장에서 델레오코리아는 제한적인 국내 시장이 아닌 해외 시장을 겨냥하고 있으며  출혈적 무한 경쟁이 아닌 파트너사들과의 자산을 공유하며 상생할 수 있는  Corporate Asset Sharing Platform  비즈니스를 펼쳐나가고 있습니다   국내 유일한 플랫폼을 기반으로 성취기반의 커리어를 쌓기를 희망하는 인재를 기다립니다 ,  플랫폼 기반 신규 서비스 기획    UI 화면 설계  요구 사항 정리   Product Life Cycle에 따른 총괄 관리    담당 서비스 별 Task 현황 및 일정 관리  Tech Stack  ,  학력  대졸이상   경력  3 5년 서비스 및 데이터에 대한 구성  기획  관리 등의 경험    다양한 직군과의 원활한 커뮤니케이션 능력을 소유하신 분   개발 프로세스의 이해도가 높으신 분   UI UX에 대한 이해과 설계 경험이 있으신 분   협업 툴을 사용하는데 능숙하신 분, 우대사항일 뿐 필수 능력이 아닙니다     이커머스 등 대형 서비스 구축 및 운영 경험자    개발 방법론에 대한 이해가 있으신 분   애자일  스크럼     PO Product Owner  또는 PM Product Manager  경험   GA 분석  스코어링 기반의 알고리즘을 통한 개인화 설계 경험자
코드스테이츠(CodeStates),데이터 분석가 Data Analyst (Outcomes),https://www.wanted.co.kr/wd/130365,   Unlock Human Potential Regardless of Circumstance   경제적 사회적 배경에 상관 없이 누구나 잠재력을 펼칠 수 있는 사회   코드스테이츠는 IT 현장에서 가장 필요로 하는 부트캠프와 선교육 후지불 모델인  소득 공유 후불제 ISA  를 통해 많은 사람들의 꿈이 경제적인 이유로 좌절되는 일이 없도록 누구나 잠재력을 발휘할 수 있는 환경을 만들어나가고 있습니다      Software Engineering Bootcamp   프론트엔트와 백엔드 개발자 양성 과정   AI Data Science Bootcamp   데이터 분석가 양성 과정   Growth Marketing Bootcamp   그로스 마케터  퍼포먼스 마케터 양성 과정   Product Management Bootcamp   제품 개발 및 사업 전략 PM 양성 과정   Blockchain Engineering Bootcamp   웹 기반 블록체인 개발자 양성 과정   DevOps Bootcamp   클라우드 서비스 개발자 양성 과정   WEWIN Platform WWP    교육 후불제 서비스  또한  블록체인 기반의 L2E Learn to Earn  교육 시스템  스테이츠 다오 States Dao   출시하며 모든 참여자가 운영 주체로 활동할 수 있는 웹 3 0 생태계 성장을 가속화하는 동시에  관련 IT 인재를 발굴 및 육성하고 있습니다     소프트웨어를 통해 세상을 바꾸는 사람들   코드스테이츠 2018년 프라이머  2019년에는 스트롱벤처스   SBA   씨엔티테크 그리고 2021년에는 해시드로 부터 투자 유치를 성공시키며 2021년 중소벤처기업부 K 유니콘 프로젝트  아기유니콘    고용 노동부 주관  2021 대한민국 일자리 으뜸기업  선정되었습니다      인재영입 절차   이력서 amp 사전질문   스몰 프로젝트   1차 인터뷰   2차 인터뷰   레퍼런스 체크    채용 프로세스는 포지션 및 고용 형태에 따라 상이할 수 있습니다     사전질문   아래 질문에 대한 답변을 이력서와 함께 제출해 주세요    수많은 기업들 중에   코드스테이츠 에 지원한 이유는 무엇인가요  그리고 원하는 직장을 찾아가면서 관심을 갖게 된 다른 기업들은 어떤 특징을 가지고 있었나요     경제적 사회적 배경에 상관 없이 누구나 잠재력을 펼칠 수 있는 사회 라는 코드스테이츠의 미션을 달성하기 위해  Data Analyst로서 앞으로 1년 동안 어떻게 기여할 수 있을까요    앞으로 어떤 역량을 키우고 싶으신가요     시용기간   3개월 시용 계약 후  1 2차 리뷰 회차마다 상호 피드백 진행 을 통해 정규직으로 전환합니다    시용기간 동안 업무적 피드백과 얼라인을 위해 노력하고 있으며  대부분의 크루가 정규직으로 전환되었습니다   전환율 98      포지션 소개 Outcomes팀은 총 9명으로 구성되어 있으며  채용사업 개발의 실무를 탄탄하게 뒷받침해주실 수 있는 분을 찾고 있습니다   교육사업부에 속한 Outcomes팀의 구성원으로서 코드스테이츠 수료생과 파트너사의 채용연계 실무를 담당하며  수료생과 파트너사 간 최적의 채용 연계가 될 수 있도록 고민하고 실행합니다   Outcomes팀은 모든 크루에게 실무자로서 충분한 권한과 책임을 부여해드리며  주도적으로 업무를 수행하며 성장 경험을 쌓으실 수 있는 문화를 갖추고 있습니다  Data Analyst는 기업 데이터와 학생 데이터를 수집하고 설계  전처리  분석  분류하여 추천 혹은  채용 추천 매칭 모델 을 만들고 운영합니다  또한 파트너사에 채용 솔루션을 제공하는 데이터를 추출해내고 코드스테이츠 교육 사업부가 계속해서 현장에 필요한 교육을 할 수 있도록  파트너사의 니즈를 토대로 문제점을 파악하고 데이터로 해결방안을 찾아내는 업무를 수행하게 됩니다     Data Analyst와 함께 해결하고 싶은 문제는요  빠르게 성장 중인 코드스테이츠의 규모에 따라 채용을 위해 코드스테이츠를 찾아오는 기업에 여러 채용 솔루션을 제공하고 있습니다  관련된 데이터 수집 설계 및 관리의 효율을 높이고  이에 따라 채용 솔루션을 개선하고 좀 더 발전시키기 위해 위한 방법을 고민하고 있습니다  파트너사에 지원하고자 하는 코드스테이츠 수료생에게 보다 좋은 포지션을 매칭하기 위한 환경을 같이 만들 Data Analyst를 찾고 있습니다 ,  기업 데이터 분석 및 기업 채용 인재 요구사항 데이터 분석   학생 데이터  기본 이력 데이터   학습 성취도 데이터  분석   기업   학생 간 채용 매칭 추천 알고리즘 개발   기업 데이터  학생 데이터 관리 및 수집 프로세스 설계   데이터 시각화 대시보드 설계  구현  운영   데이터에 근거한 인사이트 도출 및 개선방안 마련,  코드스테이츠 교육 및 채용 서비스와 그 데이터에 관심있는 분   데이터를 통해 통계적으로 유의미한 분석을 이끌어낼수 있는 분   데이터 분석에 대한 열정과 관심이 높은 분   데이터 분석을 위한 언어 R Python    spreadsheet excel 를 다룰 수 있는 분   SQL에 대한 이해도가 높은 분   데이터를 통해 문제점을 찾고 개선하고자 하는 의지를 가진 분   꼼꼼하게 데이터를 다룰 수 있는 분   자기주도적으로 일할 수 있는 태도를 갖고 계신 분   문제를 스스로 정의하고 해결할 수 있는 분   긍정적인 마인드를 가지고 새로운 일에 도전하기 좋아하는 분   일의 우선순위를 스스로 정하고 수행할 수 있는 분,  데이터 수집  전처리  분석  결과 공유 등의 전체적인 프로세스를 경험한 분   대시보드 설계  구현에 대한 경험이 있는 분   추천  매칭 알고리즘 개발 경험을 갖고 계신 분
더제이알피,"데이터 분석 및 가공, 시각화 (1년 계약직)",https://www.wanted.co.kr/wd/128051,The JR Company는  국내외 대형 제조와 유통 채널을 확보한 식품 유통 스페셜리스트들이 원스탑 서비스를 제공하는 식품 유통 허브입니다   The JR Company는 식품 유통을 위한 온라인 플랫폼을 만들어가고 있습니다  식품 유통의 어려움을 해결하는 통합 솔루션으로 우리 서비스를 B2B시장에 빠르게 진입하고 함께 성장하기 위한 열정적이고 본인의 아이디어를 마음껏 펼치고 싶은 분들을 위해 문이 열려있습니다 ,  식품 산업 데이터 분석 및 체계 구축   수집된 데이터에 대한 데이터 분석 및 인사이트 도출    분석 결과 데이터 시각화,  데이터 분석 및 시각화 관련 프로젝트 수행 경험 대내외    학력 성별  연령 무관  관련 학사 및 석사 휴학생 우대 ,  동종업계 또는 스타트업 유사 직무 경험자   데이터분석 관련 자격증 보유자   진행했던 프로젝트의 결과물을 통해 분석 결과와 개선 수치 등의 결과 등의 구체적인 과정을 보여줄 수 있는 내용
코드스테이츠(CodeStates),Admission Researcher,https://www.wanted.co.kr/wd/106918,   Unlock Human Potential Regardless of Circumstance   경제적 사회적 배경에 상관 없이 누구나 잠재력을 펼칠 수 있는 사회   코드스테이츠는 IT 현장에서 가장 필요로 하는 부트캠프와 선교육 후지불 모델인  소득 공유 후불제 ISA  를 통해 많은 사람들의 꿈이 경제적인 이유로 좌절되는 일이 없도록 누구나 잠재력을 발휘할 수 있는 환경을 만들어나가고 있습니다      Software Engineering Bootcamp   프론트엔트와 백엔드 개발자 양성 과정   AI Data Science Bootcamp   데이터 분석가 양성 과정   Growth Marketing Bootcamp   그로스 마케터  퍼포먼스 마케터 양성 과정   Product Management Bootcamp   제품 개발 및 사업 전략 PM 양성 과정   Blockchain Engineering Bootcamp   웹 기반 블록체인 개발자 양성 과정   DevOps Bootcamp   클라우드 서비스 개발자 양성 과정   WEWIN Platform WWP    교육 후불제 서비스  또한  블록체인 기반의 L2E Learn to Earn  교육 시스템  스테이츠 다오 States Dao   출시하며 모든 참여자가 운영 주체로 활동할 수 있는 웹 3 0 생태계 성장을 가속화하는 동시에  관련 IT 인재를 발굴 및 육성하고 있습니다     소프트웨어를 통해 세상을 바꾸는 사람들   코드스테이츠 2018년 프라이머  2019년에는 스트롱벤처스   SBA   씨엔티테크 그리고 2021년에는 해시드로 부터 투자 유치를 성공시키며 2021년 중소벤처기업부 K 유니콘 프로젝트  아기유니콘    고용 노동부 주관  2021 대한민국 일자리 으뜸기업  선정되었습니다      코드스테이츠에 대해 더 알고 싶다면    CEO 인터뷰   ,  수강생 선발 진단 연구 및 개발   지원자의 학습  취업  창업 능력과 의지를 평가할 수 있는 검사 개선   온라인 및 데이터 기반의 평가도구 연구 및 개발   검사 결과 데이터 관리 및 분석을 통한 문제 개선과 품질관리   검사 관련 정보 업데이트        부트캠프 수강생 역량모델링   Software Engineer  Data Scientist  Product Manager  Growth Marketer 등에게 요구되는 역량 및 조건 리서치   부트캠프  커리어코치 등 내부 크루 및 수료생 인터뷰   리서치 및 인터뷰 내용 분석   역량사전 및 선발도구 개선안 작성,  심리학  교육학 분야 석사 이상 학위를 취득하고 3년 이상 경력을 보유한 분   통계프로그램 R  Python  SPSS 등  활용하여 데이터를 분석하고 인사이트를 도출한 경험이 있는 분   효율적으로 일정을 수립하고 준수할 수 있는 분   새롭게 주어지는 문제를 이해하고  해결하는 과정을 즐길 수 있는 분   생각이 다른 크루도 공감할 수 있도록  논리적이고 객관적으로 생각을 표현할 수 있는 분,  부트캠프 혹은 교육에 대한 도메인 지식이 있으신 분   인성검사  역량검사를 개발하고 개선한 업무 유경험자    역량평가  또는  구조적 질문 의 의미를 알고 있는 분
쉐어잇,경영 전략 기획,https://www.wanted.co.kr/wd/108312,   SHARE IT Business     User는 간편하고 빠르게 공간 예약     Host는 수익과 간편한 공간 운영     쉐어잇은 사람과 공간을 연결하는 공간 중개 플랫폼 입니다       Fellow     쉐어잇 비즈니스는 투자 기관  정부 부처가 함께 합니다     투자 기관   한국산업은행  한국과학기술지주  연세대학교 기술지주  더벤처스    정부 부처   중소벤처기업부  산업통상자원부    누적 투자액 26억원  누적 정부지원 25억원,  공간 중개 비즈니스 신사업 개발   IR investor relation  라운드 업무 지원   부동산  여가  미디어 산업 등 비즈니스 관련 산업 리서치 및 분석,   어떤 사람이 잘 맞을까요       우주 탐헝가형   실패를 두려워하지 않고  적극적이고  긍정적인 Mind Set    스포츠 감독형   시장과 고객  프로세스를 이해하고 전략 구조화  amp  문서화 역량,  연령  전공  경력 무관   경력 2년 이상 우대   투자 관련 업무  전략기획 부서  비서 부서 업무 경력 우대   MS Office Excel  Powerpoint  자격증 또는 숙련자
노티플러스,경영전략본부 사업전략실 데이터분석팀,https://www.wanted.co.kr/wd/116899,노티플러스는 2017년 4월 설립되어 뉴스  미디어  동영상 등 다양한 장르의 콘텐츠에 인공지능 기술을 활용하여 양질의 콘텐츠를 모바일 환경에서 보다 빠르고  편리하게 즐길수 있는 플랫폼 개발 및 신규 콘텐츠 유통망을 개척 분석하는 AI미디어테크 플랫폼 운영을 주요사업으로 영위하고 있습니다   즉  노티플러스는 언론사  기업형 콘텐츠 제작사  개인 크리에이터로부터 기사 및 콘텐츠를 공급받아 머신러닝 기반의 AI기술을 접목해 콘텐츠를 수집  분류  예측 후 사용자에게 최적의 콘텐츠를 추천하고 있습니다  이와 관련하여 노티플러스는 제휴매체에 콘텐츠를 공급하는 서비스인  뉴스픽 B2B 를 시작으로 개인화추천에 최적화된 자체  뉴스픽 픽   앱과 인플루언서 콘텐츠 배포 플랫폼인  뉴스픽파트너스 를 운영하고 있습니다   이를 바탕으로 노티플러스는 설립이후 2021년까지 연평균 약 120 의 매출성장율을 시현하였으며  2021년말 기준 누적으로 약 105억원의 투자금액을 유치하였습니다  특히  추천기술과 관련하여 특허등록이 지속적으로 성공함에 따라 재무적성과 달성뿐만 아니라 기술적으로도 성장하는 기업임을 자부하고 있습니다  노티플러스를 비롯하여 노티플러스의 주요 서비스인 뉴스픽과 뉴스픽파트너스와 관련한 좀 더 자세한 내용을 알고 싶은 분은 노티플러스 및 노티플러스 서비스 홈페이지를 방문해 주시기 바랍니다 ,  서류전형   1차면접   2차면접   최종합격   뉴스픽  뉴스픽파트너스 서비스를 이용하는 모바일 유저들의 행태 및 데이터를 추출 정제 가공   해당 데이터에 대한 분석  인사이트 추출  리포트  시각화   목표달성을 위한 지표와 가설을 설정하고  A B테스트를 통한 검증작업   서비스의 주요한 의사결정을 할 수 있도록 정량적 수치와 분석결과 제공   기획  개발 등 다양한 팀과의 협업을 통해 비즈니스 문제를 정의하고 해결,  학력  학사이상   자격  자격무관   경력  데이터분석 유관경력 5년이상   기술  데이터분석 Tool 사용가능하신 분   기타1  SQL을 사용해 직접 데이터를 추출하고 정제해보신 분   기타2  모바일서비스 데이터 분석방법 활용이력이 있으신 분   기타3  지표의 성장을 위해 다양한 가설을 설정해보고 실험하여 직접 서비스를 개선해보신 분   기타4  가설을 세워 A B 테스트를 설계하고 진행해보신 분   기타5  데이터 시각화에 대한 경험이 있으신 분,  진행했던 업무 프로젝트의 문제정의 가설설정 실험설계 및 검증 결과의 과정에 대한 포트폴리오 제출이 가능하신 분   모바일 서비스 데이터 분석 방법 LTV  AARRR  Cohort  Funnel 등  활용 가능하신 분 근무조건
파스토,사업전략기획,https://www.wanted.co.kr/wd/90141,내 옆의 물류 파스토 물류 없는 이커머스가 존재할까요   파스토는  중소형 온라인 판매자들이 합리적인 가격으로 풀필먼트 서비스를 이용할 수 있도록 하자 라는 소명과 함께 2018년 3월 서비스를 출시하였습니다   출시 이후에는 국내 최초 스마트물류센터 1등급 인증 획득  스타트업 최초로 오토스토어 도입  그리고 네이버 NFA Naver Fulfillment Alliance  공식 파트너사로서 풀필먼트 산업을 주도하고 있습니다   파스토는 인공지능 AI 과 빅데이터 등 디지털 기술을 활용하여 자본이 넉넉하지 않은 온라인 판매자  1인 기업  단 1건의 발송이라도 쉽고 간편하게 이용할 수 있는 환경을 만듭니다   2019 국토교통부 장관 표창 수상 2020 시리즈 A 투자 유치 네이버  미래에셋캐피탈  미래에셋벤처투자  2020 시리즈 B 투자 유치 SK D amp D  신한벤처투자  2020 서울중소벤처기업청장상 수상 2021 브릿지투자 산업은행  2021 아기유니콘 200 선정 2021 국내 1호 스마트물류센터 1등급 인증 획득 용인1센터  2021 도서  트렌드 코리아 2022  소개 2022 스마트물류센터 1등급 연속 인증 획득 용인2센터  2022 시리즈 C 800억원 투자 유치   FASSTO가 더 궁금하다면    리더 인터뷰 , FASSTO 사업전략 매니저는 이런 일을 합니다    FASSTO 서비스 및 운영 개선을 위한 과제를 발굴하고  기획 개발 UXUI 운영 등 다양한 팀과 함께  그 과제를 해결합니다    FASSTO의 성장을 위해 필요한 신규 사업 서비스를 검토하고 기획합니다    FASSTO CEO를 Support하여 설정된 경영계획과 Align한 전략 목표와 방향성을 수립하며 비즈니스 의사결정 과정에 참여합니다    FASSTO는 빠르게 성장하고 있는 회사입니다  그러다보면 예상치 못한 문제와 마주치게 됩니다  FASSTO 사업전략 매니저는 그 문제를 해결합니다 , FASSTO 사업전략 매니저로 이런 분을 찾습니다    사업전략 사업제휴 서비스기획 등 플랫폼 사업 관련 업무를 5년 미만 경험하신 분   문제점이나 프로세스를 주도적으로 분석하고  파악하여 빠르게 해결할 수 있는 분   데이터 기반으로 입체적인 사고를 즐기시는 분   IT 비즈니스 환경에 대한 이해도가 높으신 분   온라인 유통과 유통 물류에 대한 이해도가 높으신 분   커뮤니케이션에 능숙하고  새로운 업무에 유연하신 분, One More Thing  이런 경험이 있으신 분은 더 좋습니다     원래 이거 이래 라는 의견에 굴하지 않고  문제를 해결한 경험이 있으신 분   데이터 분석을 위한 툴 사용이 가능하신 분  MySQL  Excel 
파스토,Data Analyst,https://www.wanted.co.kr/wd/54920,내 옆의 물류 파스토 물류 없는 이커머스가 존재할까요   파스토는  중소형 온라인 판매자들이 합리적인 가격으로 풀필먼트 서비스를 이용할 수 있도록 하자 라는 소명과 함께 2018년 3월 서비스를 출시하였습니다   출시 이후에는 국내 최초 스마트물류센터 1등급 인증 획득  스타트업 최초로 오토스토어 도입  그리고 네이버 NFA Naver Fulfillment Alliance  공식 파트너사로서 풀필먼트 산업을 주도하고 있습니다   파스토는 인공지능 AI 과 빅데이터 등 디지털 기술을 활용하여 자본이 넉넉하지 않은 온라인 판매자  1인 기업  단 1건의 발송이라도 쉽고 간편하게 이용할 수 있는 환경을 만듭니다   2019 국토교통부 장관 표창 수상 2020 시리즈 A 투자 유치 네이버  미래에셋캐피탈  미래에셋벤처투자  2020 시리즈 B 투자 유치 SK D amp D  신한벤처투자  2020 서울중소벤처기업청장상 수상 2021 브릿지투자 산업은행  2021 아기유니콘 200 선정 2021 국내 1호 스마트물류센터 1등급 인증 획득 용인1센터  2021 도서  트렌드 코리아 2022  소개 2022 스마트물류센터 1등급 연속 인증 획득 용인2센터  2022 시리즈 C 800억원 투자 유치   FASSTO가 더 궁금하다면    리더 인터뷰 , FASSTO Business Analyst는 이런 일을 합니다    FASSTO의 전사적 사업 방향을 설정하기 위해 서비스 및 비즈니스 데이터를 분석하고  이를 기반으로 전략적 의사결정 과정에 참여합니다    데이터에 기반해 사업 프로세스의 문제점을 찾아내거나  새로운 사업을 기획하는 일에도 적극적으로 참여할 수 있습니다    Business KPI 성장을 위해 각종 지표를 관리하고  이를 위해 대시보드 구축 및 모니터링을 수행합니다    전사 SQL 교육 등 사내 데이터 활용도 증진을 위한 활동을 진행합니다 , FASSTO Business Analyst로 이런 분을 찾습니다    SQL을 사용해 분석에 필요한 데이터를 원하는 형태로 가공할 수 있는 분   문제 설정부터 가설 정립  분석  결론 도출까지 데이터 분석의 전 과정을 경험해 보신 분   분석 결과를 효과적으로 전달하기 위한 방법을 깊게 고민해보신 분   데이터 수집부터 검증 및 활용까지 데이터 lifecycle에 대한 기본적인 이해가 있으신 분   현상 파악이나 원인 규명에 그치지 않고  문제를 해결하고 현상을 개선하기 위해 노력하는 분, One More Thing  이런 경험이 있으신 분은 더 좋습니다    물류 혹은 다른 B2B 서비스 분석 경험이 있으신 분   통계적 실험 설계와 검증에 익숙하신 분   데이터 엔지니어링과 데이터 사이언스에 대한 기초적인 이해가 있으신 분   Google datastudio  Tableau 등 BI 툴을 활용한 대시보드 설계 및 운영 경험이 있으신 분   업무 자동화를 위한 프로그래밍 역량이 있으신 분
이제이엔(EJN),Data Analyst(주니어/시니어),https://www.wanted.co.kr/wd/94410, 크리에이터들이 보다 재미있고 가치 있는 콘텐츠를 만들 수 있도록 돕습니다   이제이엔은 트위치 후원 오버레이 플랫폼  트윕 Twip  과 트위치 유저 커뮤니티  트게더 Tgd kr    eSports 대회 플랫폼  배틀독 Battle dog   일본 크리에이터를 위한 오버레이 플랫폼  고크리 Gocre  를 운영하고 있습니다   BJ  스트리머  유튜버라고도 불리는 크리에이터는 인터넷 개인방송 플랫폼을 이용하여 팬들과 실시간으로 소통하고 있습니다  이제이엔의 서비스를 이용하면 크리에이터 누구나 팬들과 상호작용할 수 있는 콘텐츠를 손쉽게 만들 수 있고 이를 통해 수익을 창출할 수 있습니다   이제이엔은 크리에이터가 팬들과 함께 지속적으로 꾸준히 콘텐츠를 만들 수 있도록 돕는 방법을 끊임없이 고민하고 있는 열정적이고 훌륭한 사람들이 모인 곳입니다  일과 삶의 조화를 통해 즐겁게 일하는 문화를 만들어  회사와 직원이 함께 성장하고자 노력하고 있습니다 ,담당업무   데이터 분석 및 처리   분석 결과 시각화 및 대시보드 작업 설계   제품 개선 시 데이터 기반의 최적 의사결정을 지원   통계에 근거한 인과적 분석 추론  제출서류   자유 양식의 입사 지원서   포트폴리오   Github  Gitlab 등의 코드 저장소 주소  전형절차   서류전형 코딩테스트 Codility  1차 실무 면접 2차 리더 면접 최종 임원 면접   전형절차는 일정 및 상황에 따라 변동될 수 있습니다    코딩 테스트 Codility 는 문제 해결 능력과 보유하신 스킬을 실무에서 활용 가능하신지를 검증하기 위해 진행하고 있습니다  CS 알고리즘 등  관련 지식 위주의 테스트가 아니므로 부담 없이 지원해주세요    수습기간 3개월,  데이터 분석 관련한 실무 경력 3년 이상 또는 그에 준하는 경력을 보유하신 분   통계학 전공자 또는 유사한 학문 전공자    R  SQL  Python 사용 가능하신 분   회귀분석  구조방정식 활용이 가능하신 분   인과적 분석 추론이 가능하신 분   Redash  Data Studio 또는 유사 툴 를 활용하여 데이터 시각화 및 대시보드 설계 경험이 있으신 분   광고 퍼포먼스 분석이 가능하신 분   A B 테스팅이 가능하신 분,  커뮤니케이션 능력이 우수하신 분   영어 논문을 보고 설명이 가능하신 분   회귀 분석 경험이 있으신 분   구조방정식 분석 경험이 있으신 분   인과추론 분석 경험이 있으신 분   사회학과  경제학과  통계 전공 또는 이와 유사 전공자   EDA가 가능하신 분
매스프레소(콴다),Data Analyst (데이터 분석가),https://www.wanted.co.kr/wd/30355,  해당 공고는 상시 채용을 위한 인재풀로 활용되며  별도의 마감 일정이나 전형 일정이 없습니다  따라서 채용 소요 발생 시에 한해서 해당 공고에 등록된 이력서를 팀에서 비정기적으로 검토하고 서류 합격자에 대해서만 개별적으로 연락 드리고 있는 점 참고 부탁 드립니다   콴다 팀은 문제 검색  질문답변  맞춤형 개념학습 콘텐츠를 제공하는 AI 교육 플랫폼 콴다 QANDA 를 운영하고 있습니다  또한  콴다과외  QANDA Study 등 진출 국가에 적합한 신사업을 만들어 나가고 있습니다   지난 6년 간 전 세계 모두에게 동등하고 효과적인 교육을 제공한다는 비전 아래 Google  SoftBank Ventures Asia 등 글로벌 최고의 투자기관으로부터 누적 1 200억원의 투자 유치  누적 가입자 수 6 000만  MAU 1 300만  글로벌 50개국 진출  20개 이상 국가 교육 차트 1위라는 숫자를 만들어냈습니다   스마트하고 열정적인 팀원들과 함께 Global No  1 Education Platform을 향한 퀀텀 점프를 함께하실 팀원을 찾고 있습니다    Product Development Division  콴다의 Product Development Division은 누적 가입자 수 6 000만 명의 글로벌 프로덕트 콴다 QANDA  개발을 책임지고 있는 조직입니다  높은 수준의 제품 퀄리티를 유지하는 것과 제품을 빠르게 개선하는 것을 매우 중요한 가치로 생각합니다  이를 달성하기 위해서 실험하는 것을 좋아하며 데이터에 기반한 접근을 하기 위해 노력합니다     글로벌 최고의 교육 서비스를 개발한다는 것  ,  서비스 지표 상승 및 문제 해결을 위한 데이터 기반의 인사이트 제공   데이터 분석을 위한 데이터 로깅 및 A B Test 설계  진행 및 관리   서비스 KPI 정의 후 시각화 등을 통한 관리 자동화 및 전사적인 공유   데이터 활용과 데이터 기반 사고를 위한 전사적인 코칭 및 지원,  단순한 아이디어 차원이 아닌 실질적인 action을 위한 구체적인 인사이트를  제공할 수 있는 데이터 분석 능력 및 비즈니스 서비스 관련 통찰력이 있으신 분   데이터 기반의 인사이트를 통해 실질적인 서비스 지표 상승이나 문제 해결의  경험이 있으신 분   모바일 앱 서비스의 데이터 분석에 대한 이해가 높으신 분                           AARRR  Funnel  Cohort 등    SQL Bigquery  Mysql  Redshift 등   Python Pandas   R  Excel 등을 활용한  데이터 분석이 가능한 분   데이터 분석  마케팅 자동화  시각화  A B Test 등의 데이터 관련 툴  Firebase  Google Analytics  Appsflyer  Amplitude 등 을 활용한 경험이 있거나  새로운 툴을 적용하는 데 어려움이 없으신 분   정확한 데이터 분석 결과를 위한 수학적 통계적 지식과 높은 수준의 논리적  사고와 문제 해결 능력이 있으신 분,  Growth팀 Growth Hacking  또는 Lean Startup에 대한 이해도가 높고 공감할 수  있으신 분   데이터를 활용한 원활한 의사소통과 데이터 기반의 사고 방법을 전사적으로  공유할 수 있으신 분   Data Warehouse 관련 지식이나 데이터 분석 환경 및 데이터 접근성을 고도화시킨 경험이 있으신 분   Python  R  Spark 등의 언어나 프레임워크에 대한 이해가 있으신 분   프로덕트  마케팅  개발 등 다른 분야에 대한 이해나 경험이 있으신 분   교육 서비스 관련 이해도가 높으신 분   기타 사항    전형 절차  서류 전형   전화 면접   SQL Test 1차 면접   2 3차 면접  최종 합격  2 3차 면접은 하루에 연달아 진행됩니다 총 2일 진행  포지션에 따라 과제 전형 혹은 추가 면접이 진행될 수 있습니다     제출 서류  자유 양식의 국문 이력서 PDF    근무 형태  정규직  수습기간 3개월    근무 지역  서울시 강남구 선릉로 428  17층
